epoch,train_loss,train_acc,val_loss,val_acc
1,4.688460267938532,0.0657323990657324,3.147860971779341,0.24007594062823612
2,2.901868000084613,0.30180180180180183,2.10464354581079,0.44218156713841905
3,2.1489488962375205,0.4587921254587921,1.6009468236461688,0.5617880566102865
4,1.824069912408963,0.5347013680347014,1.4189710759853222,0.6094235415947532
5,1.6007736884318553,0.5872539205872539,1.3781814819621678,0.6071798412150501
6,1.5055546587930349,0.6019352686019352,1.3535821249166522,0.6173627890921644
7,1.3952847415700054,0.6341341341341341,1.3033548922612004,0.6389368312046945
8,1.3131965283835216,0.648314981648315,1.2787449920449045,0.6430790472903003
9,1.2686320427142663,0.6666666666666666,1.3509289579203017,0.6334138764238868
10,1.2512880016415366,0.6705038371705039,1.2201495655794,0.6717293752157404
11,1.204454059635833,0.686353019686353,1.2892234645138372,0.6568864342423196
12,1.1470005036514124,0.6985318651985318,1.3993598066571256,0.6366931308249913
13,1.141012390812596,0.6986986986986987,1.361149197036605,0.6475664480497066
14,1.090078206809314,0.7107107107107107,1.3335385202382932,0.6555056955471177
15,1.068257365180605,0.7198865532198866,1.3375376530279672,0.6480842250604073
16,1.0757646479127723,0.7152152152152152,1.3519211361904184,0.6579219882637211
17,1.0520000982809592,0.7262262262262262,1.34417710427425,0.6610286503279255
18,0.9788633017767497,0.7437437437437437,1.338128105315168,0.6579219882637211
19,1.036601004538474,0.7323990657323991,1.3440158882962452,0.6603382809803244
20,1.0287382613431226,0.7337337337337337,1.382926396849415,0.6577493959268208
