epoch,train_loss,train_acc,val_loss,val_acc
1,3.84781673060364,0.18151484818151484,1.9323327420784104,0.46444597859855025
2,1.947512917332463,0.48982315648982316,1.4892610344016062,0.5818087676907145
3,1.5217070957402765,0.6139472806139473,1.2412253030938118,0.6470486710390059
4,1.3350175504967654,0.641307974641308,1.197114015982445,0.654297549188816
5,1.2344694358132304,0.6668335001668335,1.309331501626741,0.6510182947877114
6,1.1652331355813745,0.6966966966966966,1.0686414790530083,0.7026234035208837
7,1.1072765548586407,0.7027027027027027,1.108408018575501,0.7000345184673801
8,1.0798940076941763,0.7132132132132132,1.0664268999857507,0.7172937521574042
9,1.0212688941457568,0.7334000667334001,1.1107106440803203,0.7019330341732827
10,1.0093270546203859,0.7270603937270604,1.2562250819193532,0.6687953054884364
11,1.0194779196141917,0.7308975642308976,1.1976972928934029,0.6881256472212633
12,0.9884378761699448,0.7377377377377378,1.1956929418886135,0.6882982395581636
13,0.9923110354292739,0.7394060727394061,1.2296819898319482,0.6796686227131515
14,0.9119460001602784,0.7544210877544211,1.3580859781551204,0.6518812564722126
15,0.9249838050858832,0.7589255922589256,1.5726370935103764,0.6239212978943734
16,0.9056895530180092,0.7654320987654321,1.2269845262586474,0.686399723852261
17,0.9184932205173466,0.7627627627627628,1.337211560945321,0.674318260269244
18,0.9015094698728384,0.7627627627627628,1.328248777631561,0.6630997583707283
19,0.8457745763911062,0.7737737737737738,1.4151443775047567,0.6577493959268208
20,0.8770181707911067,0.775608942275609,1.3055355717099075,0.680013807386952
