epoch,train_loss,train_acc,val_loss,val_acc
1,4.305980580705064,0.09626292959626293,2.6307024930236995,0.3117017604418364
2,2.67790494396323,0.33433433433433435,1.7713064635394307,0.5136347946151191
3,2.052849008753016,0.47030363697030364,1.3875575167842886,0.6156368657231619
4,1.7283760632599916,0.5528862195528862,1.2831294944482217,0.6489471867449085
5,1.5448922794343314,0.5885885885885885,1.1551620307403225,0.6755264066275457
6,1.4193835446227578,0.6197864531197864,1.203612351316533,0.6786330686917501
7,1.3148540218830267,0.6601601601601602,1.1585717331727374,0.6882982395581636
8,1.2542008705285537,0.6708375041708375,1.1574155811768447,0.6960648947186745
9,1.2264281861337376,0.6765098431765099,1.1094246388984068,0.7086641353123921
10,1.146324061814411,0.6921921921921922,1.0750491077207835,0.7183293061788056
11,1.1414502534939521,0.6978645311978645,1.040420735951688,0.726441146013117
12,1.1066417231892283,0.7070403737070404,1.1001317497296823,0.7205730065585088
13,1.075980199508998,0.7152152152152152,1.1158551116997018,0.7148774594408008
14,1.009225672549075,0.7292292292292293,1.1403293264226093,0.7212633759061098
15,1.0132444819331685,0.7367367367367368,1.1189029725512163,0.7202278218847084
16,0.9632215509026457,0.744577911244578,1.0967908957484174,0.7354159475319296
17,0.9158104528058637,0.7555889222555889,1.1024486847505717,0.7350707628581291
18,0.9169381167198922,0.7544210877544211,1.0790390322636845,0.7367966862271316
19,0.9075656276883624,0.7639305972639306,1.1551360553365186,0.720745598895409
20,0.9096936018895737,0.7610944277610945,1.0521810426266944,0.7452537107352434
