epoch,train_loss,train_acc,val_loss,val_acc
1,4.4110691315896275,0.10810810810810811,2.341893646381294,0.36882982395581637
2,2.28235462732541,0.41424758091424757,1.4694078285407826,0.5888850535036244
3,1.6856860478082656,0.555055055055055,1.2465380218483104,0.6408353469105972
4,1.4572416210238202,0.6239572906239573,1.1629000846738582,0.6710390058681395
5,1.3051760873676819,0.6569903236569903,1.0318852074400573,0.7134967207455989
6,1.2200086042011504,0.6851851851851852,1.072436136400284,0.7059026579219883
7,1.199371385383415,0.6856856856856857,1.0692480053601727,0.7045219192267863
8,1.1324230339831816,0.7040373707040374,1.0737047413749665,0.7076285812909907
9,1.0887468031019938,0.7185518852185518,1.018534522481754,0.7183293061788056
10,1.042515345283218,0.7205538872205539,1.0835486589591792,0.7109078356920953
11,1.0221471965889712,0.7352352352352353,1.0773057846084344,0.7102174663444943
12,0.9970765208895699,0.7420754087420754,1.1978730576871837,0.6889886089057646
13,0.984570931525162,0.7362362362362362,1.2057383582863956,0.6831204694511563
14,0.9904599373524373,0.7442442442442443,1.1851760344690725,0.7021056265101829
15,0.9212577718076683,0.7537537537537538,1.1895431875861078,0.699344149119779
16,0.8647276913280443,0.7759426092759426,1.2438758477944114,0.69278564031757
17,0.9341073939113725,0.7597597597597597,1.2369398144122006,0.6867449085260614
18,0.9031282139691584,0.7609275942609276,1.1805604729921328,0.7015878494994823
19,0.881247380434532,0.769602936269603,1.234179884696834,0.6938211943389714
20,0.88959140937886,0.7692692692692693,1.1878046695121123,0.7010700724887815
